game,avg_rating,rating_count
Strong Bad Episode 4 Dangeresque 3,1.1,1
Grand Chase,1.1,1
Gunslugs 2,1.1,1
Mare Nostrum,1.1,1
Weird Worlds Return to Infinite Space,1.1,1
rymdkapsel,1.1,1
Gumboy Crazy Adventures,1.1,1
Guild Commander,1.1,1
Grand Theft Auto,1.1,1
Ring Runner Flight of the Sages,1.1,1
Black Ice,1.1,1
The Way of Life Free Edition,1.1,1
Commandos 3 Destination Berlin,1.1,1
Painkiller Redemption,1.1,1
MDK,1.1,1
Kingdoms Rise,1.1,1
Rag Doll Kung Fu,1.1,1
Unstoppable Gorg,1.1,1
Onimusha 3 Demon Siege,1.1,1
Beyond Divinity,1.1,1
Autobahn Police Simulator,1.1,1
Legend of Dungeon,1.1,1
Quake III Team Arena,1.1,1
Legacy of Kain Soul Reaver,1.1,1
Pro Cycling Manager Season 2009,1.1,1
AZMD! Scorepocalypse ,1.1,1
Hacker Evolution Duality,1.1,3
